,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
0,0.5005382192845259,0.1748298759490768,1.2787868086372234,0.1533416200773809,-0.10325820706661432,1.0908202512909466,-0.2322193923600287,-0.6565821784854698,-0.8519696534184843,-0.15402407811608743,-0.013987497454899682,0.5554118468614568,0.16846627024156852,-0.02251053387209555,-1.146198401460224,0.8328090387938581,-0.9994216972394177,-1.203995243649074,-1.370853532053112,1.0140283008966466,-1.3664453381922295,1.787724466434649,0.13696975510791615,0.9145949963237984,1.3291192638393505,0.10626667113174228,-0.28366453094174965,0.2792251354288988,-0.05606559260278514,7.052270643078951e-16
1,-0.0045900505838760855,-1.205636348725265,-0.6333919186457128,-2.73692449788801,-5.135849696951512,4.818377083904017,1.0188188970850347,2.8236830958704764,0.6707958362285431,1.3335964729135157,1.7236906064738735,0.1769359188310849,-0.18458487785033362,-1.3378993718879675,2.4904368831778645,0.21406578180373043,-0.3946986633010361,1.3218510397765186,-1.200635372964558,-0.16415467429429334,-0.7866050759081915,-0.42235439712900696,-0.06277944194237287,0.0016451670399105682,-0.16132808383564526,0.0628176357946405,0.031950197562781925,0.03332075791950641,-0.00386461633274019,1.7787112761094576e-16
2,-1.599031552000988,-0.11738068763052291,9.04171068608538,-3.8768030587204354,2.841803045408771,-0.7313444222792986,-1.6328140543649603,-0.6356668651800841,-1.426812441562098,1.9974576649884026,0.17362510989407082,-0.4888332641471706,-0.617984973812126,-0.49270077163797044,1.6102685815741045,0.5102430478352562,0.718928756274314,0.11080519589960404,0.24982068431765822,-0.5329758134835628,0.16767787421254982,-0.1472153338697468,0.25304770591182185,0.08025913180807959,0.008067485590992731,-0.02131292452365651,-0.006192204197175951,-0.02043403564090388,-0.0006483524032014725,2.1068836328971553e-15
3,-0.6943133565495169,-0.925779829249675,0.3650854944642784,-0.4757927356280791,-1.3293552897023149,1.2360298371322027,1.2332950662993285,1.027073062081609,0.5483684712320817,-3.111443941633489,1.0597931540701897,0.05557276482392931,1.213794555577145,2.312017865652759,0.38845952156779506,1.3760725033382208,4.196165827757566,-0.9899621167612046,0.34959673719448514,-0.06571798765096766,0.29520857949611656,1.0081762431764523,-0.08393245314361626,-0.001523677769584365,-0.2657594444560026,-0.04000913059204402,8.090485489910227e-05,-0.030382477485825985,-0.008133298849348474,5.109380349984927e-16
4,-1.2856441223921733,-0.18851417044990718,0.3535921289224395,-0.5451130940990745,-2.830342753745445,2.5330367466712,-1.4711306037702176,0.09189569760449742,-0.479309850295174,4.452284796424196,-3.284413532366927,1.5486711017022348,2.6452226124499045,1.4851997053822983,-2.8716415844105976,-1.0252540187687735,0.43412094074364443,-0.11497325640215318,0.8069073948127655,0.034982863187426126,0.4933002099884526,-0.006617674454488264,-0.0843097345228765,0.03610663386223767,-0.14988159933359005,0.07773115683961261,0.058406169483205324,-0.06698288542685164,0.008930180624919248,5.109380349984927e-16
5,-8.342976217737537,9.271926002070877,-2.6926238654483665,0.10923579284670604,0.9503930946740231,-0.2900827786486101,-0.44870979693065244,0.6603664147595474,0.4254349901977943,0.8531409261470015,0.15183661203891324,-0.33431473573552156,-0.6283787096458847,-0.22209921637430258,0.5687105744844142,0.38000023781542186,0.3029610906371975,-0.10387259749750268,-0.1623837743492788,-0.07251258309027576,-0.11773326364239199,0.10047640287137397,-0.1090660631912233,-0.0161956721389012,0.025506251116212866,-0.07343807029679429,-0.008206108310163341,0.0287607884977683,0.00616796919340908,-9.045963213985818e-16
6,-0.5362562255737391,-2.406172268632991,-1.598439856339367,0.21010262935010235,4.4999489347729416,4.156703202474864,-2.3560026350328,-3.797960490386764,5.684262492381304,0.46436477382764174,0.5920627659601234,-0.20357195241669113,-0.44758026075191537,0.5062309797623626,0.5924698882833794,-0.48862003984625824,-0.01880403762538635,0.10666191157820594,0.15545756740014557,0.0775000058657481,-0.11889559042589642,0.0254778244982497,-0.11733417199198407,0.03743410444007729,-0.05162141350270888,-0.06320494295996898,-0.004471232751926707,0.04128443429449355,0.0013200525727461443,9.71445146547012e-16
7,-0.33924448851624567,-0.7402353797945948,0.7432379858081957,6.465799968785344,-0.07562745798836965,0.011906587132839874,0.1094378708533658,-1.3159226792538385,-2.5967037372447406,2.450729162775954,5.3391316689258215,2.1494016964928977,-0.3080062258130051,0.6057913949672522,0.373778573115213,-0.5665510552858938,0.16820252951070527,0.21101716716707103,0.5170462116248,0.185558384219638,-0.11754178884409705,0.08837399897341809,0.021789058742999357,-0.18936723808887357,-0.2146438625699152,-0.006791634470279695,0.05348061645953195,0.08459887254636435,0.014137939398419452,-2.4424906541753444e-15
8,-0.7411928612245153,-0.5830609554111379,1.2625220302974665,2.388119901670436,-0.3436478063145577,-0.14483485857910236,1.38479696355471,0.286593465079737,0.4712738171258379,-1.717296053141851,-4.406459935756348,5.138100562413599,-3.1984891373637088,0.14800946110985608,1.62904570486486,-0.5301880874078513,-0.025145727398214038,0.2236659988326107,0.21787505810329463,-0.04119620148291601,-0.2674625237849804,0.010525880030767017,0.10977405445130288,-0.06570755155571811,-0.0970640857902028,-0.004499284173494624,0.038688441876088574,0.0469977137098319,-0.005600345106029642,2.333822788422036e-16
9,-1.808894670982487,0.6130829715841419,2.6122994609016774,-0.8339995693681416,-0.3740317094624174,0.6262127500623598,1.4877540271410794,1.429854339604737,0.550038195491762,-3.100759703141179,1.374153656085108,-0.6110319881488027,0.7388975044587748,3.241805778641177,-0.49440173332132203,-1.8613602049466995,-1.7635759563357094,-0.1559224516755348,1.0920254174981259,0.588437377452735,-0.39975323587380596,-1.6791947595527414,-0.2641794536357587,-0.0031738030495004994,0.7043521476316501,-0.012761089211780702,-0.033357292109728626,0.038826920618731865,0.011637022914661798,1.7787112761094576e-16
